",customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,estimated_days,arrival_days,shipping_days,seller_to_carrier_status,arrival_status,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate"
"17916,guarulhos,SP,2018-01-09 12:36:04,2018-01-09 12:49:10,2018-01-12 00:07:49,2018-01-23 15:06:12,2018-02-06,5,,,2018-01-24 00:00:00,2018-01-24 18:40:39,2018-01-15 12:49:10,37.8,33.71,57.0,609.0,1.0,6950.0,1,credit_card,7,71.51,claudio,MG,sports_leisure,Entertainment,1848.0,28,14,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"65350,aruja,SP,2018-02-15 21:52:41,2018-02-16 00:31:35,2018-02-16 21:42:30,2018-02-19 13:59:36,2018-03-02,5,,,2018-02-20 00:00:00,2018-02-21 20:21:11,2018-02-21 21:25:57,29.0,7.78,56.0,167.0,3.0,200.0,2,voucher,1,24.51,sao paulo,SP,watches_gifts,Electronics,352.0,15,4,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"26062,belo horizonte,MG,2018-05-06 21:22:35,2018-05-08 19:34:48,2018-05-09 12:42:00,2018-05-14 18:37:43,2018-05-30,3,,,2018-05-15 00:00:00,2018-05-18 01:38:44,2018-05-14 19:31:38,169.9,41.95,57.0,833.0,4.0,5300.0,1,credit_card,2,211.85,tupa,SP,baby,Fashion,16000.0,24,8,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"103789,diamantino,MT,2018-08-03 15:48:08,2018-08-03 16:04:13,2018-08-06 12:47:00,2018-08-13 18:41:44,2018-08-30,5,,,2018-08-14 00:00:00,2018-08-14 22:37:00,2018-08-09 16:04:13,57.9,23.56,20.0,1143.0,1.0,1150.0,1,credit_card,1,81.46,sao caetano do sul,SP,food,Food & Drinks,4000.0,27,10,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast"
"21952,sao paulo,SP,2017-09-13 09:39:13,2017-09-14 02:45:13,2017-09-15 16:12:44,2017-09-16 13:43:31,2017-09-25,1,,Não funciona não faz sincronismo,2017-09-17 00:00:00,2017-09-18 23:39:56,2017-09-20 02:45:13,149.9,9.24,54.0,790.0,6.0,200.0,1,boleto,1,159.14,sao paulo,SP,sports_leisure,Entertainment,1870.0,12,3,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"88887,caete,MG,2017-07-17 00:40:12,2017-07-18 06:23:39,2017-07-18 22:57:54,2017-07-20 16:45:05,2017-08-08,5,,Produtos impecáveis e lindos! De 1ª qualidade!!!!,2017-07-21 00:00:00,2017-07-25 20:05:36,2017-07-24 06:23:39,99.0,9.2,57.0,396.0,3.0,6550.0,1,boleto,1,171.84,campo limpo paulista,SP,stationery,Books & Stationery,31920.0,22,3,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"20907,nilopolis,RJ,2018-03-02 08:28:17,2018-03-02 08:49:52,2018-03-02 21:34:16,2018-03-14 00:26:39,2018-03-15,1,,Efetuei uma compra de dois produtos iguais e veio a penas um e até presente data nada foi resolvido,2018-03-15 00:00:00,2018-03-15 11:25:51,2018-03-08 08:49:52,120.0,8.26,30.0,2299.0,1.0,150.0,1,credit_card,3,256.52,rio de janeiro,RJ,sports_leisure,Entertainment,3000.0,13,12,12,OnTime/Early,OnTime/Early,Fast,Fast,Fast"
"59435,recife,PE,2018-03-17 23:17:46,2018-03-17 23:30:36,2018-03-19 22:23:41,2018-04-26 11:36:42,2018-04-17,1,,Insatisfeito porque não consigo saber o motivo do atraso nem chega nada informando ,2018-04-19 00:00:00,2018-04-21 11:04:46,2018-03-25 23:30:36,199.0,38.08,39.0,1350.0,4.0,217.0,1,credit_card,2,237.08,jacarei,SP,computers_accessories,Electronics,1140.0,31,40,38,OnTime/Early,Late,Slow,Very Slow,Slow"
"33814,mage,RJ,2018-06-13 00:24:53,2018-06-13 00:42:36,2018-06-13 13:30:00,2018-06-25 20:29:38,2018-07-16,4,,,2018-06-26 00:00:00,2018-06-27 01:06:45,2018-06-15 00:42:36,139.0,44.77,59.0,556.0,4.0,6850.0,4,voucher,1,81.34,serra negra,SP,kitchen_dining_laundry_garden_furniture,Furniture,39997.0,33,12,12,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"3060,boituva,SP,2017-10-18 16:01:53,2017-10-19 16:14:29,2017-10-23 14:41:51,2017-10-26 16:08:57,2017-11-07,5,,,2017-10-27 00:00:00,2017-10-27 20:03:48,2017-10-26 16:14:29,38.4,12.69,49.0,829.0,1.0,850.0,1,credit_card,1,95.74,sao paulo,SP,furniture_decor,Furniture,10000.0,20,8,3,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"94454,belo horizonte,MG,2017-04-24 21:38:11,2017-04-26 13:35:24,2017-04-27 14:43:30,2017-05-10 04:25:49,2017-05-15,5,,,2017-05-11 00:00:00,2017-06-02 11:17:23,2017-05-03 13:35:24,12.97,14.11,37.0,326.0,2.0,100.0,2,voucher,1,2.25,sao paulo,SP,telephony,Electronics,864.0,21,16,13,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast"
"10155,sao caetano do sul,SP,2018-01-22 17:51:00,2018-01-22 18:16:28,2018-02-06 20:13:13,2018-02-28 18:52:28,2018-03-12,2,,,2018-03-01 00:00:00,2018-03-02 18:15:10,2018-02-23 17:16:28,59.99,15.28,32.0,607.0,2.0,4600.0,2,voucher,1,52.71,itaquaquecetuba,SP,furniture_living_room,Furniture,14400.0,49,37,22,OnTime/Early,OnTime/Early,Very Slow,Slow,Neutral"
"110742,fortaleza,CE,2017-10-03 13:13:18,2017-10-03 13:28:15,2017-10-13 16:07:48,2017-10-16 21:05:48,2017-10-30,1,,""o produto MANGUEIRA MAGICA 5M/15M, apresentou os seguintes problemas: cabo arranhado, várias partes da mangueira morta, e com ferros saindo da mangueira. Foi solicitado uma nova e estou no aguardo."
",2017-10-17 00:00:00,2017-10-18 16:02:09,2017-10-09 13:28:15,39.9,17.63,60.0,1782.0,1.0,613.0,1,credit_card,1,57.53,sao paulo,SP,costruction_tools_garden,Home & Garden,8190.0,27,13,3,Late,OnTime/Early,Slow,Fast,Very Fast
33557,mogi das cruzes,SP,2018-07-12 19:37:30,2018-07-12 20:20:04,2018-07-27 14:39:00,2018-07-30 18:31:59,2018-07-23,1,Produto atrasado,O produto não foi recebido no prazo sem nenhuma justificativa explicando o motivo do atraso,2018-07-25 00:00:00,2018-07-25 09:25:42,2018-07-19 20:20:04,14.99,7.39,54.0,219.0,1.0,190.0,1,credit_card,1,22.38,santo andre,SP,housewares,Home & Garden,4096.0,11,18,3,Late,Late,Fast,Neutral,Very Fast
21405,jundiai,SP,2017-08-29 11:40:02,2017-08-30 02:05:28,2017-08-31 18:22:46,2017-09-08 21:33:55,2017-09-22,3,,,2017-09-09 00:00:00,2017-09-12 20:08:32,2017-09-05 02:05:28,46.99,17.6,29.0,223.0,1.0,1200.0,1,boleto,1,64.59,braco do norte,SC,sports_leisure,Entertainment,21672.0,24,10,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
22388,brasilia,DF,2018-08-04 15:40:46,2018-08-04 15:55:13,2018-08-06 16:52:00,2018-08-15 10:46:52,2018-08-24,5,,,2018-08-16 00:00:00,2018-08-16 14:21:50,2018-08-07 15:55:13,39.9,19.19,22.0,655.0,5.0,8350.0,1,credit_card,2,59.09,curitiba,PR,sports_leisure,Entertainment,1500.0,20,11,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
82058,sao goncalo,RJ,2017-07-12 10:28:37,2017-07-12 10:43:08,2017-07-13 12:10:10,2017-07-19 20:07:00,2017-08-09,5,,Amei!!!! ,2017-07-20 00:00:00,2017-07-21 13:22:20,2017-07-18 10:43:08,28.9,17.63,47.0,540.0,2.0,107.0,1,credit_card,2,46.53,viamao,RS,perfumery,Beauty & Health,2856.0,28,7,6,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
49869,guarulhos,SP,2018-05-07 09:12:14,2018-05-08 08:56:18,2018-05-09 12:58:00,2018-05-16 17:28:44,2018-05-28,5,Muito bom,Fui muito bem atendida estou satisfeita ,2018-05-17 00:00:00,2018-05-21 17:08:44,2018-05-14 08:56:18,725.0,51.83,42.0,1604.0,1.0,6084.0,1,credit_card,10,776.83,duque de caxias,RJ,toys,Entertainment,64736.0,21,9,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
44898,cotia,SP,2018-07-04 23:08:12,2018-07-05 16:34:56,2018-07-05 14:13:00,2018-07-11 18:09:33,2018-07-25,5,,,2018-07-12 00:00:00,2018-07-15 01:22:21,2018-07-16 23:31:20,9.9,11.46,52.0,605.0,1.0,225.0,1,credit_card,4,89.45,santo andre,SP,bed_bath_table,Furniture,2940.0,21,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
43523,porto alegre,RS,2018-08-06 14:01:56,2018-08-06 14:10:22,2018-08-06 15:43:00,2018-08-16 16:59:42,2018-08-31,1,,Só Chegou um produto,2018-08-17 00:00:00,2018-08-17 20:11:48,2018-08-14 14:10:22,169.9,34.39,54.0,797.0,1.0,3300.0,1,credit_card,12,435.96,mirandopolis,SP,bed_bath_table,Furniture,20615.0,25,10,10,OnTime/Early,OnTime/Early,Slow,Fast,Fast
74644,votuporanga,SP,2018-05-16 22:28:23,2018-05-16 22:55:46,2018-05-17 12:46:00,2018-05-21 19:52:44,2018-05-30,5,,Ocorreu tudo certo produto muito bom e entregue no prazo,2018-05-22 00:00:00,2018-05-22 23:17:07,2018-05-20 22:55:46,82.0,13.01,53.0,841.0,1.0,150.0,1,credit_card,2,95.01,franca,SP,health_beauty,Beauty & Health,4000.0,14,5,4,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
68364,tres passos,RS,2018-04-03 22:18:48,2018-04-04 09:48:45,2018-04-04 21:56:24,2018-04-25 18:36:54,2018-05-08,5,,,2018-04-26 00:00:00,2018-04-26 22:17:51,2018-04-10 09:48:45,348.9,20.32,54.0,446.0,2.0,277.0,1,credit_card,5,369.22,sumare,SP,watches_gifts,Electronics,7935.0,35,22,21,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
14620,sao jose dos campos,SP,2018-04-25 22:15:01,2018-04-25 22:31:47,2018-04-26 14:26:00,2018-05-01 01:34:38,2018-05-15,3,,Somente recebi o duto flexível ,2018-05-02 00:00:00,2018-05-02 12:03:33,2018-05-03 22:30:48,79.9,16.03,57.0,784.0,5.0,500.0,1,credit_card,4,281.87,mirassol,SP,auto,Electronics,2816.0,20,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
56314,ariquemes,RO,2017-03-09 12:52:31,2017-03-09 12:52:31,2017-03-13 13:11:44,2017-04-20 09:44:13,2017-04-12,2,,,2017-04-15 00:00:00,2017-04-18 13:41:39,2017-03-16 12:52:31,28.0,24.84,60.0,789.0,4.0,200.0,1,boleto,1,264.2,sao jose dos campos,SP,computers_accessories,Electronics,8000.0,34,42,38,OnTime/Early,Late,Slow,Very Slow,Slow
10052,campinas,SP,2017-06-11 13:38:21,2017-06-11 13:45:15,2017-06-14 16:19:39,2017-06-16 12:05:06,2017-06-26,5,,Adorei comprar com vocês a entrega foi super rápida e adorei o produto!,2017-06-17 00:00:00,2017-06-19 08:41:56,2017-06-15 13:45:15,28.99,13.08,29.0,644.0,1.0,2600.0,1,credit_card,10,168.28,guarulhos,SP,furniture_decor,Furniture,18600.0,15,5,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
72385,campina grande,PB,2018-08-21 10:29:19,2018-08-23 02:50:19,2018-08-24 12:31:00,2018-08-29 15:36:39,2018-09-10,5,,,2018-08-30 00:00:00,2018-08-30 19:34:46,2018-08-27 02:50:19,330.0,53.03,60.0,2644.0,6.0,400.0,1,boleto,1,383.03,sao bernardo do campo,SP,health_beauty,Beauty & Health,2992.0,20,8,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
103806,iuna,ES,2018-08-13 15:43:16,2018-08-13 15:55:24,2018-08-17 08:40:00,2018-08-28 12:58:16,2018-08-30,5,,,2018-08-29 00:00:00,2018-08-31 16:25:34,2018-08-17 15:55:24,105.0,27.04,54.0,908.0,1.0,3000.0,1,credit_card,1,132.04,sao paulo,SP,signaling_and_security,Electronics,27000.0,17,15,11,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
36064,sao paulo,SP,2017-05-03 11:24:08,2017-05-03 11:45:50,2017-05-10 11:13:24,2017-05-16 11:24:00,2017-05-24,4,,,2017-05-17 00:00:00,2017-05-20 14:08:10,2017-05-09 11:45:50,141.5,11.6,53.0,255.0,1.0,1700.0,1,credit_card,1,153.1,ibitinga,SP,bed_bath_table,Furniture,23625.0,21,13,6,Late,OnTime/Early,Neutral,Fast,Very Fast
38812,sao paulo,SP,2018-08-16 11:00:28,2018-08-16 11:15:16,2018-08-16 12:58:00,2018-08-24 13:43:23,2018-08-31,5,,,2018-08-25 00:00:00,2018-08-25 17:55:52,2018-08-20 11:15:16,69.99,14.8,40.0,519.0,2.0,1350.0,1,debit_card,1,169.58,ibitinga,SP,bed_bath_table,Furniture,24750.0,15,8,8,OnTime/Early,OnTime/Early,Fast,Fast,Fast
80222,barra mansa,RJ,2017-09-03 22:31:13,2017-09-03 22:45:38,2017-09-05 12:33:21,2017-09-14 17:58:31,2017-09-27,4,,,2017-09-15 00:00:00,2017-09-16 00:46:16,2017-09-13 22:45:38,56.99,15.15,48.0,969.0,3.0,400.0,1,credit_card,1,72.14,santo andre,SP,perfumery,Beauty & Health,2420.0,24,11,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
31190,narandiba,SP,2017-07-27 16:47:00,2017-07-27 17:55:10,2017-07-28 17:37:52,2017-08-08 20:47:56,2017-08-16,5,,melhor do que o esperado,2017-08-09 00:00:00,2017-08-10 10:54:05,2017-08-02 17:55:10,29.9,12.69,59.0,379.0,1.0,900.0,1,credit_card,4,42.59,pedreira,SP,housewares,Home & Garden,22500.0,20,12,11,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
107863,sao jose dos campos,SP,2018-01-11 20:04:57,2018-01-11 20:15:47,2018-01-12 23:10:32,2018-01-15 21:06:54,2018-01-30,4,,,2018-01-16 00:00:00,2018-01-18 23:59:45,2018-01-17 20:15:47,39.9,7.78,31.0,525.0,5.0,300.0,3,voucher,1,22.68,sao paulo,SP,fashion_bags_accessories,Fashion,3168.0,19,4,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
50277,monte siao,MG,2017-10-05 10:35:03,2017-10-07 02:28:21,2017-10-10 20:41:05,2017-10-18 00:34:46,2017-11-01,5,,,2017-10-19 00:00:00,2017-10-19 10:13:01,2017-10-16 03:28:21,29.99,11.85,56.0,654.0,2.0,150.0,1,boleto,1,41.84,sao paulo,SP,cool_stuff,Fashion,4368.0,27,13,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
34901,sao goncalo,RJ,2017-09-18 21:23:58,2017-09-19 21:30:13,2017-09-20 16:06:02,2017-10-05 16:34:17,2017-10-06,5,,,2017-10-06 00:00:00,2017-10-06 20:06:25,2017-09-25 21:30:13,89.9,21.12,54.0,245.0,1.0,1383.0,2,voucher,1,96.98,ibitinga,SP,bed_bath_table,Furniture,20000.0,18,17,15,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast
108854,rio de janeiro,RJ,2018-01-15 17:43:06,2018-01-15 17:51:35,2018-01-16 23:17:24,2018-02-06 13:57:49,2018-02-05,5,,sempre gostei de efetuar compra na lojas lannister,2018-02-07 00:00:00,2018-02-07 12:20:30,2018-01-19 17:51:35,248.99,60.29,53.0,526.0,2.0,18050.0,1,credit_card,8,309.28,sao paulo,SP,luggage_accessories,Home & Garden,75000.0,21,22,21,OnTime/Early,Late,Neutral,Neutral,Neutral
57046,lagoa santa,MG,2018-01-25 17:24:44,2018-01-26 03:16:52,2018-01-27 00:14:46,2018-02-01 16:56:06,2018-03-06,3,,Qualidade do produto um pouco aquém do que esperava... Poderiam ter o manual em português ou mesmo mandar por email como algumas lojas ,2018-02-02 00:00:00,2018-02-02 23:53:45,2018-02-06 03:16:52,199.0,17.83,56.0,906.0,2.0,200.0,1,boleto,1,216.83,videira,SC,computers_accessories,Electronics,2816.0,40,7,5,OnTime/Early,OnTime/Early,Very Slow,Very Fast,Very Fast
84318,sao gotardo,MG,2017-08-11 14:18:25,2017-08-12 02:45:15,2017-08-15 21:42:52,2017-08-23 22:11:38,2017-09-12,4,,,2017-08-24 00:00:00,2017-08-25 05:46:14,2017-08-17 02:45:15,59.9,17.67,56.0,348.0,2.0,1550.0,1,boleto,1,387.85,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,32,12,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
106811,salvador,BA,2017-03-05 07:26:20,2017-03-05 07:35:15,2017-03-06 10:10:53,2017-03-24 15:52:43,2017-04-13,5,,,2017-04-15 00:00:00,2017-04-17 16:34:20,2017-03-10 07:35:15,135.0,18.38,60.0,1118.0,6.0,2250.0,2,voucher,1,100.0,tres coracoes,MG,fashion_bags_accessories,Fashion,6600.0,39,19,18,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
61171,carapicuiba,SP,2018-02-12 21:07:19,2018-02-12 21:28:19,2018-02-15 15:28:58,2018-02-17 14:12:20,2018-03-07,4,,,2018-02-18 00:00:00,2018-02-21 01:34:21,2018-02-16 21:28:19,12.88,8.27,51.0,448.0,1.0,180.0,1,credit_card,1,21.15,santos,SP,computers_accessories,Electronics,2304.0,23,5,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
7475,matao,SP,2018-04-04 22:22:50,2018-04-06 03:10:31,2018-04-09 23:44:27,2018-04-17 15:29:32,2018-05-02,5,,,2018-04-18 00:00:00,2018-04-18 23:52:11,2018-04-12 03:10:31,18.75,18.23,52.0,370.0,1.0,850.0,1,boleto,1,73.96,curitiba,PR,furniture_decor,Furniture,2200.0,28,13,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
107450,suzano,SP,2017-11-24 18:41:11,2017-11-24 22:11:42,2017-11-27 23:54:33,2017-12-11 20:09:36,2017-12-20,3,,,2017-12-12 00:00:00,2017-12-12 22:29:26,2017-11-29 22:11:42,64.9,7.78,46.0,419.0,4.0,200.0,1,credit_card,5,72.68,sao paulo,SP,fashion_bags_accessories,Fashion,880.0,26,17,14,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
33971,santos,SP,2017-07-23 15:52:03,2017-07-23 16:05:25,2017-07-25 14:29:35,2017-07-26 14:56:36,2017-08-07,5,,,2017-07-27 00:00:00,2017-07-28 10:54:02,2017-07-28 16:05:25,144.0,42.89,46.0,655.0,2.0,19300.0,1,credit_card,2,373.78,sao paulo,SP,kitchen_dining_laundry_garden_furniture,Furniture,127756.0,15,3,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
108975,chapada gaucha,MG,2018-03-07 14:54:01,2018-03-07 15:10:04,2018-03-12 23:33:34,2018-04-17 06:44:22,2018-04-09,1,,Nao gostei de compra essa loja ,2018-04-11 00:00:00,2018-04-11 13:28:30,2018-03-15 15:10:04,125.99,75.46,50.0,449.0,1.0,1450.0,1,credit_card,8,201.45,curitiba,PR,luggage_accessories,Home & Garden,61600.0,33,41,36,OnTime/Early,Late,Slow,Very Slow,Slow
62161,cruz das almas,BA,2018-08-01 19:12:10,2018-08-01 19:31:28,2018-08-03 10:05:00,2018-08-10 14:51:38,2018-09-04,4,recomendo sim,esse produto e de qualidade e muito bom podem comprar ,2018-08-11 00:00:00,2018-08-21 00:20:33,2018-08-06 19:25:13,65.9,22.39,59.0,936.0,3.0,450.0,1,credit_card,3,88.29,sao paulo,SP,musical_instruments,Electronics,12834.0,34,9,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
76048,rio de janeiro,RJ,2018-01-17 17:59:39,2018-01-17 18:11:23,2018-01-19 15:48:48,2018-01-30 18:11:48,2018-02-14,1,,Comprei dois produtos e um deles não foi entregue. Comuniquei o fato é ainda não obtive resposta. O fluido de vitamina C para o rosto não veio.,2018-01-31 00:00:00,2018-02-04 10:54:10,2018-01-23 18:11:23,127.5,15.66,58.0,905.0,2.0,300.0,1,credit_card,3,292.22,formiga,MG,health_beauty,Beauty & Health,3000.0,28,13,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast
3240,janauba,MG,2018-07-27 17:36:19,2018-07-27 19:50:19,2018-08-02 14:20:00,2018-08-09 14:48:51,2018-08-23,4,,,2018-08-10 00:00:00,2018-08-10 18:36:17,2018-08-03 19:50:19,150.0,60.04,58.0,662.0,1.0,4150.0,1,credit_card,6,647.91,sao paulo,SP,furniture_decor,Furniture,31500.0,27,13,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
14728,sao paulo,SP,2018-06-26 11:01:38,2018-06-26 11:18:58,2018-06-28 14:18:00,2018-06-29 20:32:09,2018-07-16,5,,,2018-06-30 00:00:00,2018-07-03 11:23:16,2018-07-02 11:18:58,17.0,7.39,59.0,1274.0,2.0,150.0,1,credit_card,1,24.39,sao paulo,SP,auto,Electronics,1056.0,20,3,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
14461,itapevi,SP,2018-08-06 20:09:22,2018-08-08 04:45:05,2018-08-13 14:24:00,2018-08-17 00:34:37,2018-08-15,4,,,2018-08-18 00:00:00,2018-08-18 10:50:11,2018-08-14 04:45:05,6.9,7.39,29.0,766.0,2.0,300.0,1,boleto,1,14.29,braganca paulista,SP,auto,Electronics,2560.0,9,11,4,OnTime/Early,Late,Fast,Fast,Very Fast
78390,petrolina,PE,2018-07-17 16:29:37,2018-07-17 16:50:17,2018-07-18 12:28:00,2018-07-24 21:51:34,2018-08-10,4,,,2018-07-25 00:00:00,2018-08-01 12:46:59,2018-07-23 16:50:17,88.0,37.53,27.0,1840.0,1.0,250.0,1,credit_card,4,125.53,sao paulo,SP,health_beauty,Beauty & Health,2448.0,24,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
112500,americana,SP,2018-08-05 18:48:07,2018-08-07 14:35:13,2018-08-13 09:24:00,2018-08-14 19:57:56,2018-08-17,5,,,2018-08-15 00:00:00,2018-08-15 19:23:09,2018-08-13 14:35:13,18.0,7.39,42.0,489.0,1.0,200.0,1,debit_card,1,25.39,sao paulo,SP,arts_and_craftmanship,Entertainment,1056.0,12,9,1,OnTime/Early,OnTime/Early,Fast,Fast,Very Fast
97690,sao paulo,SP,2017-10-29 20:33:19,2017-10-29 20:45:41,2017-10-30 16:51:54,2017-11-03 20:53:37,2017-11-17,2,,,2017-11-04 00:00:00,2017-11-05 20:27:22,2017-11-03 20:45:11,27.99,11.85,47.0,427.0,3.0,138.0,1,credit_card,3,39.84,bertioga,SP,electronics,Electronics,924.0,19,5,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
61994,assis,SP,2017-06-05 16:37:47,2017-06-05 16:50:19,2017-06-06 15:20:52,2017-06-12 16:41:40,2017-06-29,5,,,2017-06-13 00:00:00,2017-06-14 23:15:23,2017-06-14 16:50:19,239.9,13.18,59.0,401.0,5.0,4800.0,1,credit_card,3,253.08,sao paulo,SP,computers_accessories,Electronics,8892.0,24,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
9381,mogi-guacu,SP,2017-01-23 13:31:26,2017-01-23 13:45:18,2017-01-24 10:57:50,2017-01-30 15:12:57,2017-02-28,1,,a loja entregou outro produto sem previa concordância,2017-01-31 00:00:00,2017-01-31 12:17:41,2017-01-27 13:31:26,9.9,10.96,63.0,361.0,3.0,300.0,1,credit_card,1,104.3,sao paulo,SP,furniture_decor,Furniture,880.0,36,7,6,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
3469,pouso alegre,MG,2018-01-10 23:36:12,2018-01-10 23:48:34,2018-01-22 17:59:08,2018-01-25 16:56:31,2018-02-09,4,,Produto muito bonito, entregue no prazo, só é um pouco maior do que eu imaginava "",2018-01-26 00:00:00,2018-01-26 20:48:40,2018-01-16 23:48:34,370.0,17.0,44.0,696.0,4.0,1500.0,1,credit_card,8,387.0,sao paulo,SP,furniture_decor,Furniture,49000.0,30,15,3,Late,OnTime/Early,Slow,Fast,Very Fast"
"33305,rio de janeiro,RJ,2017-04-08 18:03:40,2017-04-08 18:22:28,2017-04-28 13:39:08,2017-05-15 16:27:44,2017-05-11,1,,,2017-05-13 00:00:00,2017-05-14 10:42:34,2017-04-13 18:22:28,21.99,15.56,41.0,255.0,1.0,400.0,2,voucher,1,36.15,guarulhos,SP,housewares,Home & Garden,15600.0,33,37,17,Late,Late,Slow,Slow,Neutral"
"101066,taubate,SP,2018-06-14 07:01:36,2018-06-14 07:17:55,2018-06-19 14:13:00,2018-06-21 19:56:29,2018-07-04,5,,,2018-06-22 00:00:00,2018-07-04 17:17:55,2018-06-20 07:17:55,108.9,13.5,41.0,947.0,1.0,156.0,1,credit_card,2,244.8,rio de janeiro,RJ,pet_shop,Home & Garden,2520.0,20,7,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"74591,luis eduardo magalhaes,BA,2018-08-02 21:00:24,2018-08-03 08:15:29,2018-08-03 16:04:00,2018-08-20 19:32:28,2018-09-10,4,Otímo,Adorei a cauterização da trivitt quero pra vida inteira😍😍,2018-08-21 00:00:00,2018-08-22 00:27:30,2018-08-09 08:15:29,48.0,22.27,39.0,588.0,1.0,400.0,1,credit_card,3,70.27,sao paulo,SP,health_beauty,Beauty & Health,5508.0,39,18,17,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral"
"1835,sao jose do rio preto,SP,2017-08-12 09:44:54,2017-08-12 10:04:25,2017-08-14 14:58:03,2017-08-17 18:00:32,2017-09-01,3,,,2017-08-18 00:00:00,2017-08-19 23:13:48,2017-08-17 10:04:25,99.9,12.2,63.0,393.0,1.0,1750.0,1,credit_card,2,112.1,ibitinga,SP,furniture_decor,Furniture,23625.0,20,5,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"2929,rio de janeiro,RJ,2017-10-16 12:20:08,2017-10-16 12:39:28,2017-10-17 21:56:42,2017-10-24 20:17:36,2017-11-03,1,,""Comprei 4 luminárias e até o momento, recebi 3."
"Já liguei para a empresa responsávelpela entrega e fui informada que devo receber logo a luminária que falta"",2017-10-25 00:00:00,2017-10-25 23:09:31,2017-10-23 12:39:28,38.4,15.11,49.0,829.0,1.0,850.0,1,credit_card,2,214.04,sao paulo,SP,furniture_decor,Furniture,10000.0,18,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"109296,araras,SP,2018-03-04 21:48:14,2018-03-04 22:28:39,2018-03-05 18:03:48,2018-03-07 22:13:10,2018-03-15,5,,Excelente vendedor. Muito rápido. Ótimo produto,2018-03-08 00:00:00,2018-03-09 10:39:01,2018-03-08 22:08:50,99.9,9.51,39.0,855.0,1.0,550.0,1,credit_card,9,109.41,sao paulo,SP,luggage_accessories,Home & Garden,9600.0,11,3,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
